hour,day_of_week,is_weekend,is_night,amount,merchant_category,online_order,foreign_transaction,high_risk_country,distance_from_home_km,distance_from_last_txn_km,customer_age,account_age_days,avg_spend_30d,num_txns_last_24h,transaction_velocity,used_chip,used_pin,repeat_retailer,declined_attempts_before,amount_vs_avg_ratio,Class
14,0,1,1,7.7,5,0,0,0,8.93,16.64,65,1178,42.2,4,1.88,1,0,1,1,0.5588,0
18,1,1,0,81.31,4,1,0,0,9.16,1.33,37,3357,96.91,7,1.13,1,1,1,1,1.5981,0
11,1,1,0,3.79,8,0,0,0,27.01,14.97,57,4306,41.09,0,0.78,1,1,1,1,0.9538,0
16,1,0,0,30.91,7,1,0,0,22.35,17.88,34,2276,14.14,7,2.1,1,0,1,0,1.0225,0
10,1,0,0,172.62,3,0,0,0,21.66,6.76,28,641,121.38,5,2.34,1,0,1,1,0.8257,0
17,6,0,0,19.96,6,0,0,0,7.76,9.05,60,1021,92.18,3,0.36,1,1,1,1,0.6726,0
9,0,1,1,49.05,8,0,0,0,20.57,3.46,60,1387,199.15,3,2.89,1,1,1,0,0.9193,0
18,6,0,1,65.05,5,1,0,0,38.65,16.57,59,210,28.92,3,3.25,1,0,1,0,1.4758,0
0,0,0,0,244.48,6,0,0,0,0.28,7.2,47,3506,58.49,3,1.75,1,0,1,0,0.9322,0
19,0,0,0,23.78,6,0,0,0,0.8,0.83,44,4889,50.85,7,3.82,0,0,1,0,1.125,0
12,0,0,0,19.01,9,0,0,0,4.39,4.97,50,4105,14.6,4,1.72,1,1,1,1,1.1717,0
2,5,0,0,43.3,7,0,0,1,19.81,9.82,34,2643,30.92,4,1.31,1,1,1,1,0.4388,0
16,3,0,0,5.86,6,0,0,0,43.82,27.71,49,4177,17.81,2,2.0,1,1,1,1,0.9411,0
1,0,1,0,12.48,5,0,0,0,4.68,0.37,74,3372,66.82,5,1.44,1,0,1,0,0.9618,0
12,4,1,0,28.37,4,0,1,0,11.81,4.46,23,2579,49.32,1,1.89,1,1,0,0,1.5944,0
6,6,1,1,14.01,5,0,0,0,8.79,3.95,69,3765,69.99,3,2.5,1,1,1,0,1.4909,0
20,4,0,0,182.07,0,0,0,0,33.92,12.36,28,2353,63.69,3,3.39,1,1,0,0,0.2266,0
18,4,0,0,50.94,0,1,0,0,12.95,13.88,21,3873,50.75,5,2.85,1,0,1,1,0.9182,0
2,6,1,0,7.53,4,0,0,0,29.97,20.15,27,4985,38.47,5,1.54,1,0,1,1,0.9022,0
10,0,1,0,14.97,6,0,0,0,38.57,13.55,27,1899,102.19,5,2.41,0,1,1,1,0.7597,0
10,1,1,0,78.14,3,0,0,0,6.6,7.17,27,4119,30.38,7,2.79,1,0,0,0,1.0313,0
16,3,0,0,5.56,6,0,0,0,37.49,0.49,39,3196,53.64,5,1.51,0,0,1,0,1.3886,0
2,2,0,0,10.61,1,0,0,0,11.16,2.94,61,326,57.9,0,0.94,1,1,1,1,1.6038,0
17,2,0,0,15.69,9,1,0,0,25.51,6.64,44,3462,19.52,3,0.99,1,1,1,0,1.7398,0
4,4,1,0,16.35,0,0,0,0,28.51,2.42,38,1452,134.53,3,4.22,0,1,1,1,0.2114,0
16,1,1,0,74.96,5,0,0,0,2.59,7.27,18,813,59.81,0,1.99,0,0,1,1,0.8241,0
13,1,0,0,57.75,5,1,0,0,3.19,4.4,61,3120,18.02,6,2.11,1,1,1,0,0.6488,0
14,4,0,1,16.41,2,1,0,0,32.67,14.5,36,1300,49.25,0,2.59,1,1,1,0,1.6662,0
3,4,0,0,11.73,3,0,0,0,21.89,7.58,23,3588,47.21,2,3.11,1,1,0,1,1.6075,0
6,0,1,0,68.96,2,0,0,0,23.66,0.0,68,1598,107.08,1,0.08,1,0,0,1,1.0069,0
13,1,0,0,17.76,7,1,0,0,31.4,1.71,57,1559,65.67,0,1.69,1,0,1,0,0.4012,0
0,2,0,0,62.96,1,0,0,0,24.73,7.4,40,4518,55.02,7,2.5,0,1,0,1,1.1779,0
1,2,1,0,13.64,2,0,0,0,33.13,6.41,70,1796,70.51,2,2.5,1,0,0,0,1.1813,0
14,5,0,0,13.03,1,0,0,0,52.75,10.28,62,3348,51.16,1,1.52,1,0,1,1,1.1317,0
19,1,0,0,51.43,3,0,0,0,13.65,6.43,20,3334,86.97,7,1.73,1,1,1,0,1.0029,0
7,1,0,0,65.83,7,1,0,0,7.57,16.41,41,4564,65.88,3,0.86,1,1,1,1,1.379,0
13,4,1,1,1213.08,6,0,0,0,4.16,9.82,63,1801,90.81,1,0.72,1,1,1,0,0.7782,0
1,2,0,0,30.97,3,0,0,1,9.93,11.29,71,2743,37.2,6,2.27,1,1,1,0,0.8679,0
4,5,1,0,82.44,3,0,0,0,9.14,35.01,63,1995,72.84,7,3.38,1,1,0,1,0.6111,0
15,2,0,0,21.42,8,0,1,0,17.22,4.54,62,2392,23.81,5,2.88,1,1,0,1,0.8814,0
5,1,0,0,49.13,1,0,0,0,3.14,5.52,24,4327,284.12,6,4.13,1,1,0,0,0.8802,0
14,5,0,0,114.55,6,0,0,0,63.06,11.22,59,4536,258.85,0,3.39,1,1,0,0,1.4627,0
11,5,1,0,262.06,5,0,0,0,37.26,4.84,58,3741,37.42,1,1.94,1,1,0,0,0.5414,0
0,1,1,0,59.47,5,0,0,1,39.66,5.52,43,1019,67.32,5,3.28,1,0,1,1,0.5003,0
9,4,1,1,25.75,6,0,0,0,36.41,18.22,50,2207,33.83,3,2.26,0,1,1,0,1.0104,0
0,4,1,1,142.67,3,0,0,0,41.18,7.89,60,1569,20.04,4,2.15,1,1,1,0,0.6135,0
11,1,1,0,26.26,0,0,1,0,8.29,5.05,31,1078,39.63,5,2.75,0,1,1,0,1.1916,0
3,3,1,0,8.65,8,0,0,0,11.53,5.35,43,3200,41.55,7,1.96,1,1,0,0,0.6825,0
17,2,0,0,42.13,3,0,0,0,18.67,0.63,34,2752,53.74,3,1.63,1,0,1,0,1.6943,0
17,6,1,0,26.42,2,0,0,0,19.89,11.91,56,4868,18.68,4,0.11,1,0,1,1,1.0041,0
23,5,1,1,132.66,8,0,0,0,4.79,11.1,27,4172,13.67,6,2.13,1,1,1,0,1.4079,0
14,3,1,0,6.55,6,1,0,0,6.57,6.04,28,3566,10.65,0,1.97,0,1,1,1,1.7058,0
11,5,1,0,37.12,9,0,0,0,2.8,1.15,44,1826,256.02,6,1.23,1,0,0,1,1.6882,0
12,3,0,0,24.04,2,0,0,0,40.59,3.93,63,4132,10.0,0,2.26,0,1,1,0,1.2337,0
2,0,1,1,215.68,4,0,0,1,21.54,17.7,55,3457,42.43,7,3.02,0,1,0,0,0.8781,0
13,2,1,0,22.07,8,0,0,0,13.66,3.93,22,90,51.65,0,2.08,1,0,1,1,0.4219,0
18,3,1,1,10.16,0,0,0,0,27.98,21.52,27,3288,10.0,3,1.53,1,0,1,0,1.0994,0
0,1,1,1,228.28,3,1,0,0,5.2,4.19,61,3374,209.75,2,2.87,1,0,1,0,1.1832,0
10,0,0,0,17.88,6,0,0,0,16.98,10.09,48,3783,240.23,5,4.14,1,0,1,1,0.9268,0
2,0,1,1,10.39,9,0,0,0,33.62,20.25,62,4438,60.29,3,2.03,1,1,1,1,0.7799,0
3,6,0,0,56.41,3,0,1,0,1.4,7.24,52,4944,24.47,7,2.6,1,0,0,0,0.3852,0
0,5,1,1,356.23,3,1,0,0,18.96,13.48,56,3229,55.79,6,0.27,1,1,1,0,0.6123,0
13,2,1,0,7.97,1,0,0,0,5.31,26.07,46,3717,38.86,3,0.0,0,0,0,1,0.5,0
19,0,0,1,3.58,3,1,0,0,1.55,8.26,56,1680,159.8,7,1.22,1,1,1,0,0.7742,0
13,6,0,1,26.08,2,1,0,0,4.76,0.01,67,4599,25.83,0,1.84,1,1,1,0,1.4925,0
8,6,1,1,28.29,5,0,0,0,13.99,12.16,27,1034,82.04,1,1.39,1,0,1,1,1.4298,0
12,5,1,0,77.79,8,0,0,0,15.48,9.15,64,104,35.16,1,1.39,1,0,1,1,0.9629,0
18,1,1,0,80.3,0,0,0,0,66.49,23.05,28,1852,12.11,6,1.92,1,1,1,0,1.3632,0
3,4,1,0,13.94,6,1,0,0,10.41,3.31,57,3801,42.28,4,3.17,1,1,1,0,0.4287,0
13,5,0,1,42.08,4,0,0,0,2.4,8.59,47,471,87.84,3,0.49,1,1,0,0,1.2138,0
1,6,0,1,7.19,7,1,0,0,0.58,1.54,36,3798,36.77,1,0.1,0,1,0,0,1.1021,0
11,0,0,0,35.25,2,0,0,0,1.19,9.99,57,4093,75.93,2,1.32,1,0,0,0,1.4289,0
15,6,0,0,12.58,4,0,0,0,19.05,3.59,70,1320,19.76,3,1.93,1,1,1,0,1.612,0
22,6,1,0,128.06,0,0,0,0,17.09,9.66,61,968,46.23,4,1.46,1,1,0,1,0.6503,0
12,6,0,0,35.92,4,1,0,0,57.95,10.92,50,3276,25.52,2,1.99,0,1,1,0,1.6821,0
12,1,1,0,7.05,1,0,0,1,27.5,6.07,33,2514,16.47,0,2.5,1,0,0,1,0.7539,0
4,6,1,0,6.45,5,0,0,0,4.31,6.39,23,1510,52.05,4,0.86,1,0,1,0,1.2081,0
2,0,0,0,15.48,0,1,0,0,5.39,13.43,20,332,13.26,0,0.97,1,0,1,1,1.0526,0
17,1,0,1,31.37,4,1,0,0,5.81,7.26,67,4526,34.06,6,2.58,1,0,1,1,1.0338,0
21,5,1,0,54.01,6,0,0,0,41.93,10.47,44,2250,44.74,3,3.53,1,1,1,0,0.9912,0
16,5,1,1,29.16,8,0,0,0,24.35,6.85,23,2245,23.91,2,1.72,1,1,1,1,0.6022,0
17,0,0,1,13.38,6,1,0,0,3.02,3.56,31,4490,41.45,3,2.06,0,1,0,0,1.446,0
2,3,0,0,163.98,6,0,0,0,10.83,6.64,55,2772,156.17,5,2.97,1,0,1,0,1.1427,0
21,2,1,1,8.89,5,0,0,0,3.52,21.27,22,1971,44.85,1,1.96,1,1,0,1,1.486,0
18,2,1,0,86.42,7,1,0,0,5.2,6.6,45,2643,60.48,0,2.69,0,1,1,1,1.4137,0
5,4,0,1,26.47,7,0,0,0,13.15,9.2,31,4858,41.52,4,3.02,1,1,1,1,1.0665,0
17,3,1,0,57.04,6,0,0,0,0.74,11.05,66,2075,82.41,1,3.29,1,1,0,0,0.6834,0
21,2,1,0,7.07,6,1,0,0,20.31,10.15,48,3714,37.62,6,0.55,1,0,0,1,1.0942,0
12,2,0,0,27.14,5,0,0,0,28.46,10.3,69,1321,46.49,7,0.98,1,0,1,1,1.11,0
23,5,1,0,313.72,6,0,0,0,28.49,1.89,60,2861,37.53,0,1.11,1,0,1,0,0.9162,0
16,0,0,0,27.95,5,0,0,0,9.43,3.22,54,2761,83.54,0,3.26,1,1,1,0,1.2914,0
3,2,1,1,53.73,1,0,0,0,39.6,3.66,20,2305,24.21,3,1.6,1,1,0,0,1.6251,0
15,6,1,0,45.4,2,0,0,0,4.97,7.02,19,3019,176.52,3,2.04,1,1,0,0,1.2668,0
22,0,0,0,14.9,8,0,0,0,32.22,12.86,37,1591,45.04,1,3.26,0,1,0,1,0.8814,0
13,3,0,0,78.8,4,0,0,0,4.15,1.04,46,2173,36.38,2,2.51,0,1,1,1,1.451,0
17,3,1,0,30.9,4,1,0,0,13.2,2.13,42,3552,33.55,5,0.96,0,1,1,0,1.2439,0
6,1,0,0,47.75,1,0,0,0,22.28,6.8,42,4705,13.22,2,4.72,1,1,1,1,1.1673,0
1,2,0,1,194.73,4,0,0,0,16.25,3.86,52,2016,59.54,0,0.37,0,0,1,0,0.1493,0
22,2,1,1,40.79,8,0,0,0,10.39,0.9,37,1704,128.22,1,2.09,1,0,1,1,1.1704,0
13,4,0,0,219.88,5,0,0,0,15.32,2.63,44,3313,132.42,0,4.16,1,1,0,1,0.429,0
21,0,0,0,5.23,8,1,0,0,9.29,22.99,52,782,265.64,6,2.38,1,1,1,1,0.9663,0
17,3,0,0,32.04,9,1,0,0,12.08,7.72,49,2924,124.81,1,1.58,1,1,0,0,0.7138,0
13,4,1,0,3.36,4,1,0,0,24.48,3.32,60,263,29.02,7,2.15,1,1,0,0,1.0081,0
13,4,1,0,99.73,5,0,0,0,51.27,12.69,39,1949,16.57,4,0.98,1,1,0,1,0.6429,0
2,6,1,0,44.22,6,0,0,0,28.23,8.57,25,4765,74.22,2,2.61,0,1,1,1,0.0988,0
10,3,1,1,17.77,3,0,0,0,13.47,13.51,42,1007,166.38,7,3.11,1,1,1,0,1.1814,0
5,0,1,0,57.54,2,1,0,0,18.72,6.71,42,1273,10.0,1,1.45,0,1,1,1,1.1863,0
12,4,0,0,213.52,5,1,0,0,29.16,6.98,51,1521,62.4,5,3.08,1,1,0,1,1.2359,0
16,2,1,0,33.38,8,0,0,0,12.85,12.82,26,2267,86.74,6,1.27,1,1,1,1,0.4285,0
12,2,1,0,66.72,0,1,0,0,43.52,10.54,52,4208,65.13,2,3.22,1,1,1,1,0.7851,0
6,6,1,0,30.3,0,0,0,0,49.08,3.1,69,1042,120.3,0,1.33,0,0,1,1,0.2047,0
1,5,1,1,114.57,4,1,0,0,7.83,1.31,37,3387,66.49,5,1.17,1,1,0,0,1.019,0
18,5,0,0,5.5,6,1,0,0,14.68,0.43,22,4113,20.49,7,1.14,1,1,1,1,0.9156,0
21,6,1,0,128.88,0,0,0,0,2.26,3.66,41,3620,45.0,0,2.31,1,0,0,1,0.1595,0
18,0,0,0,4.74,5,0,0,0,7.16,11.09,30,2608,180.5,3,3.42,1,1,0,1,0.1976,0
8,1,0,1,54.72,0,0,0,1,14.4,2.5,61,4436,83.4,4,0.71,1,1,0,0,1.3115,0
5,3,0,1,61.45,7,0,0,0,24.07,12.37,45,2583,129.7,0,2.15,0,1,1,1,1.0624,0
6,1,0,0,720.84,4,1,1,0,112.7,476.05,43,309,10.0,12,12.83,1,0,0,4,7.2456,1
0,3,1,0,76.24,4,0,0,0,29.73,18.2,53,2786,53.88,4,0.9,1,1,1,1,0.4721,0
13,1,1,0,38.76,5,0,0,0,26.4,9.05,49,3659,280.3,7,1.96,1,0,0,1,0.7331,0
19,3,0,0,24.25,4,0,0,0,4.75,5.75,71,1772,49.69,0,1.66,1,1,1,1,1.5298,0
9,2,0,1,142.02,8,1,0,0,7.26,14.86,70,306,85.32,4,1.68,1,1,1,0,0.7983,0
14,6,0,0,63.0,6,0,0,0,12.58,9.39,55,2343,140.58,7,3.0,1,0,1,0,1.1579,0
23,5,0,0,83.05,5,0,0,0,38.39,16.65,58,1466,108.06,1,0.36,1,1,1,1,0.5325,0
1,0,0,0,30.16,6,0,0,0,39.13,15.08,36,1395,54.03,1,1.89,1,1,0,0,1.62,0
9,1,1,1,9.67,2,0,0,0,29.77,7.46,24,1127,48.89,4,1.29,0,0,0,1,0.1717,0
18,2,1,0,114.64,0,1,0,0,19.65,9.44,33,4432,24.56,5,1.23,1,1,0,0,0.9903,0
3,1,0,0,13.16,3,0,0,0,41.33,6.05,31,2187,27.56,2,0.91,1,0,0,1,0.5787,0
15,5,1,1,7.46,0,0,0,0,1.16,1.21,41,1474,51.47,3,1.04,1,1,1,0,0.9884,0
22,6,0,0,103.97,8,1,0,0,29.65,9.63,31,901,61.36,4,3.4,1,1,0,0,0.6698,0
8,4,1,0,44.38,6,0,0,0,17.8,4.08,47,4969,262.21,2,2.09,1,1,1,0,1.2738,0
2,4,0,0,11.17,6,0,0,0,25.83,2.7,36,3127,86.5,4,0.98,1,1,1,0,1.2105,0
17,5,0,0,9.35,0,0,0,0,7.33,6.21,53,859,98.89,7,1.13,1,1,1,1,0.7187,0
14,4,1,1,368.88,8,0,0,0,68.51,20.49,54,757,15.48,1,2.45,1,1,1,0,0.5635,0
14,4,1,1,11.81,8,0,0,0,15.48,8.96,65,3821,46.64,1,3.3,1,1,1,1,1.2634,0
20,4,1,1,2.86,2,1,0,0,20.73,7.53,25,4240,10.0,7,2.77,1,1,1,1,0.9455,0
21,5,0,0,28.98,8,1,0,0,13.72,5.37,31,2769,67.4,7,2.75,0,1,0,0,0.4506,0
2,0,0,0,32.74,9,0,0,0,40.57,8.5,46,4053,82.44,6,0.9,1,0,0,0,1.113,0
4,1,0,0,298.42,4,0,0,0,3.04,9.7,22,4620,152.02,1,1.56,1,1,1,0,0.9524,0
20,2,1,1,19.77,3,1,0,0,14.25,10.37,54,3440,56.73,7,2.82,1,0,0,0,1.2798,0
10,6,0,0,56.17,8,0,0,0,18.94,0.18,31,1058,27.87,1,3.09,1,0,0,1,1.3692,0
11,5,0,0,34.38,7,0,0,0,6.33,8.46,53,494,113.7,1,2.12,1,0,0,0,0.8994,0
22,3,0,0,14.33,0,0,0,0,34.59,16.75,61,3855,117.94,5,2.67,1,1,0,1,0.2528,0
7,0,0,0,8.13,5,0,1,0,9.79,18.95,61,3411,104.75,0,0.37,1,1,1,0,0.7376,0
10,0,0,1,75.86,1,0,0,0,15.85,9.4,51,3848,45.56,4,2.19,1,0,1,1,1.7741,0
20,3,0,0,3.8,9,0,0,0,12.24,0.2,72,2091,60.33,2,2.35,1,1,1,0,0.9185,0
14,2,0,1,67.52,1,0,1,0,2.59,4.65,50,2593,184.43,4,2.46,0,1,1,0,1.013,0
3,4,0,1,89.38,9,0,0,0,5.88,7.49,54,2072,48.56,1,2.73,1,1,1,0,1.2427,0
2,6,1,1,140.26,6,0,0,0,37.32,19.83,31,3235,196.64,3,2.62,1,1,1,0,1.5669,0
5,5,0,0,10.22,1,0,0,0,43.02,12.12,62,311,76.19,0,1.47,1,0,1,1,0.6234,0
7,5,0,0,52.26,1,1,0,0,18.48,9.81,38,1924,51.16,3,2.29,1,0,1,1,0.6531,0
0,0,1,0,290.52,8,0,0,0,54.83,13.49,24,4294,30.3,4,1.04,1,1,0,0,1.3835,0
19,5,0,0,133.68,6,0,0,0,46.66,13.24,36,1946,110.76,0,1.8,1,1,0,1,1.2173,0
9,5,0,0,76.24,8,1,0,0,6.44,5.08,51,3710,76.65,1,4.15,1,1,1,0,1.2385,0
17,3,0,0,24.89,7,0,1,0,41.72,9.83,52,1318,33.67,3,1.71,1,0,0,1,0.2522,0
20,2,1,0,5.85,9,0,0,0,17.89,9.74,51,896,223.07,7,2.18,1,1,1,1,1.1218,0
11,3,0,0,1.9,0,0,0,1,1.04,1.48,49,1049,139.83,3,1.08,1,0,1,1,0.3949,0
4,1,1,0,30.67,7,0,0,1,16.52,5.94,60,1672,30.21,4,2.26,1,1,1,1,1.2566,0
22,1,1,0,207.86,8,1,0,0,29.54,1.23,33,2800,33.87,6,1.25,1,0,1,1,0.6021,0
10,2,0,1,12.79,1,0,0,0,1.65,2.31,26,4007,215.23,3,1.9,1,1,0,0,1.4562,0
0,1,1,1,22.53,2,0,0,0,4.68,1.63,27,1306,358.05,6,2.62,1,1,1,1,1.3288,0
17,1,0,0,54.98,2,0,0,0,17.39,8.71,19,1705,91.8,6,1.93,1,1,1,0,0.8903,0
7,0,1,0,174.07,9,0,0,0,31.54,8.44,41,3621,75.55,5,1.62,1,0,0,1,1.3733,0
15,2,1,0,592.43,9,1,0,0,58.55,11.78,26,109,46.91,5,5.73,0,0,1,0,0.6394,1
20,5,0,0,325.98,3,0,1,0,16.66,7.31,50,1497,51.55,5,1.09,1,1,0,1,0.5214,0
21,3,0,0,6.96,3,0,0,0,6.37,8.87,33,4980,32.66,4,2.08,1,1,1,1,1.3257,0
5,0,0,1,105.55,0,0,0,0,137.46,5.5,68,11,45.82,8,6.77,1,0,0,0,5.0868,1
16,4,1,0,11.72,6,1,0,0,30.05,12.02,51,299,159.3,6,2.99,1,1,0,0,1.73,0
16,4,1,1,59.35,5,0,0,0,20.03,6.5,72,1855,110.75,2,0.98,1,1,1,1,2.0022,0
22,3,1,0,2.18,6,0,0,0,41.53,1.6,72,82,38.65,4,1.48,1,1,0,1,0.7969,0
11,2,0,1,45.08,3,0,0,0,14.6,3.23,52,944,100.61,2,3.34,1,0,0,1,0.5592,0
2,6,1,0,11.2,0,1,0,0,53.28,5.08,69,399,17.49,6,3.07,0,1,0,1,1.0357,0
5,2,0,0,42.41,5,0,0,0,15.96,13.23,49,3373,71.67,0,1.31,1,1,1,0,0.6919,0
19,2,1,0,20.3,3,0,0,0,23.25,6.04,30,1576,86.95,3,1.31,1,0,1,1,0.4119,0
20,6,1,0,80.6,6,0,0,0,16.62,28.18,46,3064,38.19,7,1.97,1,1,0,1,0.131,0
12,1,0,0,46.37,0,0,0,0,35.39,5.21,36,2531,20.52,6,0.55,1,1,1,1,1.5583,0
13,3,1,0,23.81,4,1,0,0,13.24,14.46,54,1624,33.93,7,3.22,1,1,1,0,0.245,0
21,1,1,1,84.04,7,0,1,0,14.82,6.42,68,500,42.22,6,0.3,1,1,1,0,0.1598,0
9,4,1,0,13.87,1,0,0,0,26.76,10.57,42,2350,79.79,3,2.03,1,1,0,0,0.2747,0
2,3,0,0,17.19,0,0,0,0,2.25,14.02,67,4506,120.42,0,2.56,1,1,0,1,1.39,0
15,0,0,1,15.23,3,0,0,0,2.76,10.07,41,3711,142.13,3,2.22,1,1,0,0,0.2396,0
10,3,0,1,47.3,2,0,0,0,14.49,6.09,38,85,29.33,0,2.95,1,1,1,1,0.8704,0
2,2,1,0,66.82,3,0,0,0,38.42,3.63,24,3129,79.2,0,3.42,1,1,0,1,1.298,0
8,4,0,1,40.14,6,0,0,0,16.18,3.8,42,874,324.36,0,3.0,1,1,1,0,0.8452,0
23,4,1,0,48.18,4,1,0,0,23.54,12.88,58,2656,80.34,2,2.77,1,0,0,0,0.7242,0
1,0,1,0,12.82,2,0,0,0,22.68,3.83,67,2257,85.52,5,2.4,1,0,0,0,1.1872,0
4,6,1,0,6.67,9,0,0,0,47.07,3.28,44,1250,62.28,0,2.39,1,0,1,0,1.294,0
23,3,1,0,36.29,7,0,0,0,7.91,7.23,19,1537,32.59,5,2.04,1,1,0,1,0.8249,0
23,1,1,0,10.42,6,0,0,0,20.18,3.94,19,3414,61.6,3,2.36,0,1,1,1,0.4732,0
16,6,0,1,57.69,6,0,0,0,37.86,29.77,40,4266,50.24,0,2.23,1,1,0,0,1.4744,0
12,2,0,1,288.79,9,0,0,0,6.04,1.39,23,3952,50.44,2,3.32,1,1,1,1,0.7218,0
20,0,1,0,41.99,5,0,0,0,11.34,2.97,45,2805,80.04,3,2.47,1,1,1,1,1.3465,0
20,5,0,0,29.92,4,0,0,0,16.25,11.5,59,4936,58.73,0,3.21,1,1,0,0,1.064,0
22,6,0,0,327.47,9,1,0,0,50.86,3.83,36,3168,232.38,7,1.04,1,1,1,1,0.9706,0
15,1,0,0,6.31,2,0,1,0,17.91,16.8,64,1440,21.56,7,2.01,1,1,1,1,1.0792,0
21,6,0,0,39.45,7,0,0,0,35.06,10.64,39,2781,58.65,5,3.49,0,1,1,0,1.2027,0
3,4,1,1,136.07,9,1,0,0,15.05,3.73,36,2402,51.54,6,2.71,1,1,1,1,1.8878,0
21,1,1,0,53.66,6,0,1,0,12.89,10.18,52,2971,57.27,0,2.66,0,1,1,1,0.247,0
19,1,1,0,90.46,0,1,0,0,23.23,17.14,60,2893,48.9,6,2.55,1,0,0,0,1.1084,0
14,6,0,0,118.89,6,0,0,0,26.16,26.22,70,1500,148.19,4,1.76,1,1,1,1,1.7421,0
11,2,0,1,12.07,3,0,0,0,18.21,7.49,42,2891,28.18,1,1.98,1,1,1,1,1.2654,0
9,3,1,0,4.33,7,0,0,0,65.8,8.82,27,1822,89.35,1,1.43,1,1,1,1,1.2754,0
18,1,0,0,26.71,9,1,0,0,12.31,7.01,19,4077,34.82,2,1.18,1,1,0,1,1.5524,0
4,0,0,0,282.4,4,1,0,0,39.34,18.66,56,847,47.6,6,1.26,1,0,0,1,0.8029,0
9,6,0,1,24.2,2,0,0,0,8.4,2.96,24,4469,11.17,5,2.52,1,1,0,0,0.8163,0
3,6,1,0,134.72,3,0,0,0,1.62,2.21,71,2417,77.96,7,3.99,1,0,1,0,0.9689,0
5,6,0,1,75.24,4,0,0,0,9.8,3.91,37,2608,56.81,0,2.58,1,1,0,0,1.5709,0
12,1,1,0,11.42,2,0,0,1,41.71,13.02,66,4961,49.58,6,3.42,1,0,0,1,0.8182,0
0,3,0,0,132.35,4,0,0,0,10.25,7.28,20,1684,308.27,2,1.94,1,0,1,1,1.1532,0
5,0,1,1,121.21,7,0,0,0,3.55,12.87,68,2978,154.07,3,2.55,1,1,0,0,1.422,0
8,3,0,0,5.52,4,1,0,0,33.58,4.69,31,3753,206.12,0,1.06,1,1,1,0,1.5848,0
5,2,0,1,44.78,5,1,0,0,7.64,0.26,55,4406,150.12,2,1.22,1,1,0,1,1.658,0
12,1,1,0,82.79,2,0,0,0,17.78,3.11,33,4547,135.12,5,1.21,0,1,1,1,1.1729,0
16,0,1,0,28.44,6,1,0,0,49.47,4.3,68,3070,23.87,0,2.04,1,1,1,0,0.9463,0
19,3,1,0,42.72,6,1,0,0,14.45,1.37,49,661,28.86,7,2.48,1,1,0,1,0.6907,0
11,5,1,1,7.42,0,1,0,0,28.97,7.64,37,4645,42.73,3,3.29,1,1,1,1,1.1544,0
5,1,0,0,29.63,3,0,0,0,6.32,5.6,23,3995,30.38,3,2.71,1,0,1,0,1.2579,0
3,0,1,1,421.24,2,0,0,0,5.51,2.21,23,403,48.29,2,1.8,0,1,0,0,1.4437,0
0,3,0,0,48.29,8,0,0,0,46.7,3.94,63,3895,24.86,2,0.72,1,1,1,1,1.5886,0
8,0,1,0,24.61,5,0,0,0,24.52,10.43,20,4406,50.02,4,0.57,1,0,1,0,1.0387,0
17,5,1,1,23.91,4,0,0,0,23.48,14.4,21,3411,50.43,7,2.21,0,1,0,0,0.9429,0
11,4,1,1,200.92,2,0,0,0,16.13,12.67,62,4494,24.31,5,2.24,1,1,1,0,1.6229,0
4,3,1,1,20.11,4,0,0,0,19.73,1.14,54,3617,53.54,0,1.93,1,1,1,0,1.2308,0
11,6,0,0,6.34,4,0,0,0,17.05,13.66,19,4703,26.7,5,2.04,1,0,1,1,1.3729,0
6,6,1,1,17.69,0,0,0,0,35.71,9.44,23,538,31.84,1,2.17,1,1,0,1,0.5178,0
14,6,1,0,31.97,3,0,0,0,10.21,15.57,20,948,83.27,3,2.99,1,0,1,1,0.9697,0
7,1,1,0,17.1,1,1,0,0,6.2,9.45,64,4050,100.68,2,1.88,1,1,0,0,0.9763,0
2,3,0,0,8.7,3,0,0,0,31.17,15.21,61,1933,46.91,6,2.12,0,1,1,1,1.1137,0
1,5,1,1,6.53,1,0,0,0,49.02,11.9,49,1465,59.74,6,2.24,1,1,1,0,1.4198,0
9,5,0,1,129.0,3,0,0,0,14.76,2.24,33,4280,44.02,2,3.08,1,0,0,0,1.3187,0
19,3,0,1,39.87,6,0,0,0,11.24,16.82,38,1870,116.64,6,0.66,1,1,0,1,1.2946,0
6,4,0,0,132.48,4,0,0,0,19.0,6.55,29,775,10.0,4,1.49,1,1,0,0,1.2931,0
9,5,1,0,64.61,1,0,0,0,25.25,0.03,28,1802,50.83,5,2.46,1,1,1,1,1.2798,0
10,0,1,1,48.81,5,0,0,0,22.73,4.92,72,3026,66.72,4,2.03,1,1,1,1,0.0323,0
18,2,1,0,24.5,5,1,0,0,3.16,3.08,18,3142,101.26,0,1.41,1,0,1,1,1.3313,0
17,3,0,1,597.1,8,0,0,0,17.5,4.98,49,971,128.59,0,0.33,1,1,0,1,0.1885,0
12,0,1,0,46.87,0,0,0,0,39.62,3.18,23,1876,35.36,1,0.25,1,1,1,0,0.7545,0
18,2,0,0,38.68,6,1,0,0,46.96,0.98,48,2218,10.0,6,2.96,1,1,1,1,1.1997,0
2,2,0,0,70.97,0,1,0,0,20.5,10.33,19,2029,136.88,1,2.81,1,1,0,1,1.3088,0
